IDCode,narrative_text
piro376,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
zejy480,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
zapy404,"Behaviour summary: correct_level=low, speed=slow, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
lusi512,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
sedo490,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
davu999,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
buby236,"Behaviour summary: correct_level=low, speed=fast, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
weru214,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
tyly265,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
nise834,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
voxy002,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
fypi681,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=occasional."
xopa120,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
wari483,"Behaviour summary: correct_level=low, speed=slow, timing_variability=moderately variable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
kegy317,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
geka905,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
lore323,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
vane668,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
zuxy510,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
masu336,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=short, consecutive_correct=occasional."
xise560,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=occasional."
zomi496,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
lilu285,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
heqi003,"Behaviour summary: correct_level=low, speed=fast, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
jise415,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
vabe169,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
kofa904,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
peqo117,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
gaho243,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=occasional."
mude815,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
raxe285,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
qami382,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
bebo956,"Behaviour summary: correct_level=low, speed=slow, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
cofi309,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
buqe642,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
vuzo690,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
posy958,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=long, consecutive_correct=frequent."
gaga585,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=occasional."
vopa930,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=short, incorrect_streak=short, consecutive_correct=occasional."
xutu412,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
doxi119,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
feqy379,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
xypo299,"Behaviour summary: correct_level=low, speed=slow, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
gahu141,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
kyse146,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
sedi312,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
nasi298,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
naky151,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
koqa816,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
sila763,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
pody147,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
voza333,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
tiro932,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
wujy562,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
hamu369,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
nape687,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
gevi782,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
qoha890,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
fili803,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
puce552,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
buny935,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=occasional."
pimi228,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=highly variable, correct_streak=short, incorrect_streak=short, consecutive_correct=rare."
kyjo289,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
bepo134,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=long, consecutive_correct=frequent."
kise589,"Behaviour summary: correct_level=high, speed=slow, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
remi231,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
qyjo579,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=highly variable, correct_streak=short, incorrect_streak=short, consecutive_correct=occasional."
cyhu257,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
diha837,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
ware232,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
hyge979,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
biqe951,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=occasional."
jide437,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
zipu412,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
vate767,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
mefy253,"Behaviour summary: correct_level=high, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=frequent."
qafe413,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
lota555,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
mecu237,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
cidy099,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
xoba600,"Behaviour summary: correct_level=high, speed=fast, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=frequent."
joce161,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
kywu572,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
jefi901,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
mari840,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=highly variable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
nypy058,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
rino885,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=occasional."
maju644,"Behaviour summary: correct_level=low, speed=fast, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
qosy291,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
posy537,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
xoki390,"Behaviour summary: correct_level=low, speed=fast, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
fagi164,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
zozy719,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=moderately variable, correct_streak=long, incorrect_streak=long, consecutive_correct=frequent."
bopa107,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=long, consecutive_correct=frequent."
jyly989,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=short, consecutive_correct=rare."
togu404,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=occasional."
gosa272,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
fovo989,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
sira606,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=long, consecutive_correct=frequent."
loby351,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
fike806,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=long, consecutive_correct=occasional."
fafe171,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
zyvo780,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
xune455,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
vamu972,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
suzo040,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=rare."
wype120,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
jicu869,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
wero373,"Behaviour summary: correct_level=high, speed=moderate, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
juqo313,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
vexo008,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
punu787,"Behaviour summary: correct_level=low, speed=slow, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
tomo782,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
cupe992,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
kyjo535,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=occasional."
raja244,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=occasional."
pino324,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=highly variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=occasional."
qutu379,"Behaviour summary: correct_level=low, speed=fast, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=long, consecutive_correct=rare."
nolu547,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=moderate, consecutive_correct=rare."
cape571,"Behaviour summary: correct_level=low, speed=moderate, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
coma628,"Behaviour summary: correct_level=medium, speed=slow, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
mida684,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
gaqe214,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
pufe463,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
fifa517,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=frequent."
wuzy577,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
sire515,"Behaviour summary: correct_level=high, speed=fast, timing_variability=moderately variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
xyhi085,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=moderate, consecutive_correct=frequent."
nexy906,"Behaviour summary: correct_level=high, speed=fast, timing_variability=stable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
pyzi618,"Behaviour summary: correct_level=high, speed=fast, timing_variability=highly variable, correct_streak=long, incorrect_streak=short, consecutive_correct=frequent."
muku118,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=moderate, incorrect_streak=moderate, consecutive_correct=occasional."
kewi488,"Behaviour summary: correct_level=medium, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=moderate, consecutive_correct=occasional."
xafu780,"Behaviour summary: correct_level=low, speed=fast, timing_variability=stable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
wowy820,"Behaviour summary: correct_level=low, speed=slow, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
ryzo168,"Behaviour summary: correct_level=medium, speed=moderate, timing_variability=moderately variable, correct_streak=moderate, incorrect_streak=short, consecutive_correct=occasional."
xavy753,"Behaviour summary: correct_level=low, speed=slow, timing_variability=highly variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
deje129,"Behaviour summary: correct_level=low, speed=slow, timing_variability=moderately variable, correct_streak=short, incorrect_streak=long, consecutive_correct=rare."
